"registrikood";"tegevusala_kood";"tegevusala_nimetus"
"75020300";"85312 ";"Põhikoolide tegevus "
"75008806";"85102 ";"Lasteaedade tegevus "
"75035803";"87901 ";"Asenduskoduteenust osutavate hoolekandeasutuste tegevus "
"75008746";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75008752";"85313 ";"Gümnaasiumide tegevus "
"75008858";"91011 ";"Raamatukogude tegevus "
"75036777";"85311 ";"Lasteaed-põhikoolide tegevus "
"75014072";"91011 ";"Raamatukogude tegevus "
"74001736";"84231 ";"Kohtute tegevus ja haldus "
"70008144";"84232 ";"Vanglate ja parandusasutuste haldus "
"75008901";"91021 ";"Muuseumide tegevus "
"75024886";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75008870";"91011 ";"Raamatukogude tegevus "
"75020411";"91011 ";"Raamatukogude tegevus "
"75013753";"91021 ";"Muuseumide tegevus "
"75013776";"91011 ";"Raamatukogude tegevus "
"75013747";"93291 ";"Kultuurikeskused ja rahvamajad "
"75010232";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75007876";"85201 ";"Lasteaed-algkoolide tegevus "
"75037831";"85529 ";"Muu huvikoolitus "
"75001497";"85102 ";"Lasteaedade tegevus "
"75001551";"91011 ";"Raamatukogude tegevus "
"75005475";"85312 ";"Põhikoolide tegevus "
"75008211";"91011 ";"Raamatukogude tegevus "
"75008232";"93291 ";"Kultuurikeskused ja rahvamajad "
"75022433";"85312 ";"Põhikoolide tegevus "
"75022443";"91011 ";"Raamatukogude tegevus "
"75022427";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75003648";"91011 ";"Raamatukogude tegevus "
"75027241";"85313 ";"Gümnaasiumide tegevus "
"75027229";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta "
"75027206";"85102 ";"Lasteaedade tegevus "
"75038546";"91021 ";"Muuseumide tegevus "
"75027212";"85521 ";"Muusika- ja kunstikoolitus "
"75037541";"93291 ";"Kultuurikeskused ja rahvamajad "
"75037274";"93111 ";"Spordirajatiste käitus "
"75038440";"35301 ";"Auru ja konditsioneeritud õhuga varustamine "
"75037222";"85529 ";"Muu huvikoolitus "
"75026282";"91011 ";"Raamatukogude tegevus "
"75011694";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75032124";"85321 ";"Kutseõppeasutuste tegevus "
"75021379";"85102 ";"Lasteaedade tegevus "
"75027287";"93111 ";"Spordirajatiste käitus "
"75009119";"91011 ";"Raamatukogude tegevus "
"70002526";"84211 ";"Välissuhted "
"75001649";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta "
"75025638";"87909 ";"Muude mujal liigitamata hoolekandeasutuste tegevus "
"75001572";"84119 ";"Mujal liigitamata riigi haldustegevus "
"75001626";"85313 ";"Gümnaasiumide tegevus "
"75034821";"84124 ";"Vaba aja tegevuse, kultuuri ja religiooni haldus "
"75037432";"85102 ";"Lasteaedade tegevus "
"75001632";"91011 ";"Raamatukogude tegevus "
"75010890";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75032621";"85529 ";"Muu huvikoolitus "
"75025874";"85313 ";"Gümnaasiumide tegevus "
"75027413";"93291 ";"Kultuurikeskused ja rahvamajad "
"75025868";"85102 ";"Lasteaedade tegevus "
"75025845";"85521 ";"Muusika- ja kunstikoolitus "
"75025839";"91011 ";"Raamatukogude tegevus "
"75025041";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75014155";"85201 ";"Lasteaed-algkoolide tegevus "
"75014209";"91011 ";"Raamatukogude tegevus "
"75038428";"85312 ";"Põhikoolide tegevus "
"75038718";"85529 ";"Muu huvikoolitus "
"75039126";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75013500";"85102 ";"Lasteaedade tegevus "
"75013486";"85312 ";"Põhikoolide tegevus "
"75013533";"91011 ";"Raamatukogude tegevus "
"75013523";"93291 ";"Kultuurikeskused ja rahvamajad "
"75013517";"93111 ";"Spordirajatiste käitus "
"75013479";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75022597";"85312 ";"Põhikoolide tegevus "
"75022628";"85102 ";"Lasteaedade tegevus "
"75022611";"91011 ";"Raamatukogude tegevus "
"75022580";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75034554";"85521 ";"Muusika- ja kunstikoolitus "
"75039379";"91011 ";"Raamatukogude tegevus "
"75022605";"93291 ";"Kultuurikeskused ja rahvamajad "
"75010944";"91011 ";"Raamatukogude tegevus "
"75010909";"93291 ";"Kultuurikeskused ja rahvamajad "
"75023390";"91011 ";"Raamatukogude tegevus "
"75023421";"93291 ";"Kultuurikeskused ja rahvamajad "
"75011197";"85313 ";"Gümnaasiumide tegevus "
"75010186";"93291 ";"Kultuurikeskused ja rahvamajad "
"75010192";"85102 ";"Lasteaedade tegevus "
"75010178";"91011 ";"Raamatukogude tegevus "
"75010140";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75039008";"85313 ";"Gümnaasiumide tegevus "
"70004347";"72201 ";"Teadus- ja arendustegevus sotsiaal- ja humanitaarteaduste vallas "
"75020090";"85312 ";"Põhikoolide tegevus "
"75020144";"85312 ";"Põhikoolide tegevus "
"75039014";"85312 ";"Põhikoolide tegevus "
"75029332";"85521 ";"Muusika- ja kunstikoolitus "
"75020055";"85102 ";"Lasteaedade tegevus "
"75020078";"85102 ";"Lasteaedade tegevus "
"75020084";"85102 ";"Lasteaedade tegevus "
"75020061";"85102 ";"Lasteaedade tegevus "
"75019980";"84114 ";"Valla- ja linnavalitsuste tegevus "
"70003589";"84111 ";"Täitev- ja seadusandlike organite tegevus "
"75020032";"85521 ";"Muusika- ja kunstikoolitus "
"75020017";"85511 ";"Spordikoolid "
"75020121";"85313 ";"Gümnaasiumide tegevus "
"75021340";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75020003";"91011 ";"Raamatukogude tegevus "
"70005542";"85321 ";"Kutseõppeasutuste tegevus "
"70000131";"71209 ";"Muu teimimine ja analüüs "
"75027554";"85311 ";"Lasteaed-põhikoolide tegevus "
"75030421";"91011 ";"Raamatukogude tegevus "
"75039132";"93111 ";"Spordirajatiste käitus "
"75038820";"85102 ";"Lasteaedade tegevus "
"75030355";"91011 ";"Raamatukogude tegevus "
"75016444";"91011 ";"Raamatukogude tegevus "
"75027198";"91011 ";"Raamatukogude tegevus "
"75012328";"91011 ";"Raamatukogude tegevus "
"75002028";"85312 ";"Põhikoolide tegevus "
"70003069";"85312 ";"Põhikoolide tegevus "
"75039333";"85102 ";"Lasteaedade tegevus "
"75012452";"85312 ";"Põhikoolide tegevus "
"75012423";"91011 ";"Raamatukogude tegevus "
"75035424";"85102 ";"Lasteaedade tegevus "
"74000464";"84111 ";"Täitev- ja seadusandlike organite tegevus "
"75010105";"85102 ";"Lasteaedade tegevus "
"75015960";"91011 ";"Raamatukogude tegevus "
"75012736";"85201 ";"Lasteaed-algkoolide tegevus "
"75012742";"91011 ";"Raamatukogude tegevus "
"75012713";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75012723";"35301 ";"Auru ja konditsioneeritud õhuga varustamine "
